date,system_price(avg),area_price_中国,area_price_中部,area_price_九州,area_price_北海道,area_price_北陸,area_price_四国,area_price_東京,area_price_東北,area_price_関西,LNG(close),OIL(close)
2023-10-19,12.357291,12.344375,12.606875,10.427708,12.232708,12.344375,12.344375,12.802083,12.225833,12.344375,2787.7,88.37
2023-10-20,12.962291,12.070208,13.153541,11.905208,13.646666,12.070208,12.070208,13.376041,13.376041,12.070208,2795.4,88.08
2023-10-21,10.652708,9.6075,11.922916,8.112916,12.028541,9.6075,9.6075,12.215416,12.215416,9.6075,,
2023-10-22,9.230416,7.477083,9.493125,7.451041,10.980833,7.477083,7.477083,11.157291,11.157291,7.477083,,
2023-10-23,12.22375,10.180833,12.345,8.69875,14.325833,10.180833,10.180833,14.693333,14.392083,10.180833,2786.6,85.49
2023-10-24,13.374166,10.721666,12.212083,9.678958,16.2225,10.721666,10.721666,16.396666,16.2225,10.721666,2812.9,83.74
2023-10-25,12.733125,9.859791,12.161666,9.120833,16.283333,9.859791,9.859791,16.514583,16.283333,9.859791,2709.6,85.39
2023-10-26,11.825416,9.617708,11.631875,8.740416,14.543958,9.617708,9.617708,14.711875,14.640208,9.617708,2709.0,83.21
2023-10-27,12.952083,11.33625,13.517916,9.292916,15.567916,11.33625,11.335208,15.609791,15.567916,11.33625,2678.6,85.54
2023-10-28,11.060416,9.058125,10.132916,8.025416,14.5525,9.058125,9.058125,14.006458,14.006458,9.058125,,
2023-10-29,9.252708,6.911875,8.350833,6.806875,13.550416,6.911875,6.911875,13.507291,13.507291,6.911875,,
2023-10-30,11.138333,9.049791,11.929166,7.819166,14.327916,9.049791,9.049791,14.344791,14.327916,9.049791,2714.3,82.31
2023-10-31,11.971458,9.864583,12.222916,8.16625,15.466041,9.864583,9.864583,16.140625,15.466041,9.864583,2667.3,81.02
2023-11-01,10.709791,8.420208,12.258958,7.844166,15.135,8.420208,8.420208,14.075208,14.06125,8.420208,2579.6,80.44
2023-11-02,12.042708,9.646458,11.843958,7.764375,15.564791,9.646458,9.646458,15.579375,15.569166,9.646458,2522.0,82.46
2023-11-03,11.302291,8.791458,11.380208,7.534583,13.644791,8.791458,8.791458,13.644791,13.644791,8.791458,,80.51
2023-11-04,12.867916,10.548125,11.909166,8.978958,14.505,10.548125,10.548125,14.45875,14.45875,10.548125,,
2023-11-05,11.484583,8.314583,11.75125,7.584791,13.857916,8.314583,8.314583,14.050833,13.944166,8.314583,,
2023-11-06,14.294583,12.536041,14.759791,12.03375,15.708541,12.536041,12.536041,16.372916,15.708541,12.536041,2508.7,80.82
2023-11-07,12.375625,9.000625,14.263958,8.150833,12.083958,9.000625,9.000625,16.39125,12.068125,9.000625,2419.5,77.37
2023-11-08,13.686458,11.6975,14.919583,10.474375,13.180625,11.6975,11.6975,16.409583,13.221666,11.6975,2471.2,75.33
2023-11-09,14.340208,11.740208,15.35875,11.619791,13.406875,11.740208,11.740208,16.31875,13.417083,11.740208,2438.7,75.74
2023-11-10,16.245208,15.167916,16.546666,15.167916,15.686458,15.167916,15.167916,17.411666,15.672083,15.167916,2588.6,77.17
2023-11-11,12.7525,12.302083,13.174791,11.653125,8.933541,12.302083,12.302083,15.219791,8.985833,12.302083,,
2023-11-12,13.166041,11.523333,12.668958,10.224166,12.050625,11.523333,11.523333,17.094166,12.244375,11.523333,,
2023-11-13,15.2625,14.156666,14.7375,12.475833,6.6625,14.156666,14.156666,17.397083,6.6625,14.156666,2485.1,78.26
2023-11-14,15.840416,15.954166,15.965833,14.816041,6.230208,15.954166,15.954166,17.27375,6.265416,15.954166,2534.4,78.26
2023-11-15,16.834583,16.444791,16.697708,14.563125,14.066666,16.444791,16.444791,18.219166,14.079166,16.444791,2585.8,76.66
2023-11-16,15.922083,15.810416,15.89625,15.772708,10.677291,15.810416,15.810416,16.704166,10.674375,15.810416,2528.8,73.09
2023-11-17,16.225416,14.628958,15.59625,14.406041,13.312291,14.628958,14.628958,19.056041,13.289166,14.628958,2488.3,76.04
2023-11-18,15.081041,14.67625,15.02875,14.445208,6.392291,14.67625,14.65875,16.458333,6.501666,14.67625,,
2023-11-19,12.248541,11.812291,12.786666,10.932916,5.259791,11.812291,11.812291,15.374791,5.259791,11.812291,,
2023-11-20,14.8125,14.119583,14.910833,12.13125,3.96,14.119583,14.040833,17.909583,3.989791,14.119583,2422.4,77.83
2023-11-21,15.122916,14.629166,15.50125,13.182708,6.470833,14.629166,14.629166,17.465625,6.376041,14.629166,2428.5,77.77
2023-11-22,14.272708,14.391875,15.019166,13.057708,7.82625,14.391875,14.391875,16.7475,7.82625,14.391875,2321.1,77.1
2023-11-23,13.270416,12.714791,13.64375,12.3175,13.798541,12.750208,12.638333,14.037916,13.798541,12.714791,,
2023-11-24,14.433333,13.767708,14.783125,13.427708,13.9925,13.767708,13.646875,15.210625,14.047083,13.767708,2392.7,75.54
2023-11-25,15.538541,15.739583,15.739583,13.720833,15.190625,15.739583,15.450833,15.918541,15.463541,15.739583,,
2023-11-26,13.094791,12.714583,12.980625,11.923125,15.111875,12.714583,12.714583,15.708125,15.579166,12.714583,,
2023-11-27,15.884583,14.937708,16.147083,14.599583,17.04125,14.937708,14.937708,17.036666,17.022916,14.937708,2469.2,74.86
2023-11-28,14.692708,13.56875,15.582083,12.290208,14.528333,13.56875,13.512083,16.04625,14.533958,13.56875,2350.0,76.41
2023-11-29,16.105625,15.952291,16.415,15.913958,15.59625,15.952291,15.952291,16.448541,15.607083,15.952291,2271.1,77.86
2023-11-30,16.014375,14.94875,16.22375,14.94875,16.1875,14.94875,14.94875,16.503125,16.339791,14.94875,2157.8,75.96
2023-12-01,16.484583,15.85875,16.7425,15.85875,16.932916,15.85875,15.85875,17.2025,16.89,15.85875,2208.3,74.07
2023-12-02,13.799791,11.672708,12.716041,10.525416,15.190208,11.672708,11.672708,15.208958,15.208958,11.672708,,
2023-12-03,13.342708,11.968333,13.6875,11.558125,14.585625,11.968333,11.968333,14.591666,14.585625,11.968333,,
2023-12-04,13.74875,11.389791,14.283958,11.295833,14.914583,11.389791,11.389791,15.146875,14.9625,11.389791,2276.1,73.04
2023-12-05,16.283541,15.539375,16.554791,15.413333,16.335625,15.539375,15.539375,16.9,16.357708,15.539375,2124.1,72.32
2023-12-06,15.11125,14.295625,15.063333,14.285625,15.9925,14.295625,14.295625,16.013541,15.994375,14.295625,2044.9,69.38
2023-12-07,13.449583,12.163333,14.4525,11.57,13.837916,12.163333,12.163333,14.645416,13.973541,12.163333,2062.0,69.34
2023-12-08,13.63625,13.524375,14.500833,12.492916,13.089166,13.524375,13.524375,14.491666,13.089166,13.524375,2048.4,71.23
2023-12-09,10.815833,10.494375,10.963333,10.494375,10.631458,10.494375,10.494375,11.187291,10.642708,10.494375,,
2023-12-10,9.1175,7.840625,9.846875,7.560625,9.792291,7.840625,7.840625,10.121458,9.853125,7.840625,,
2023-12-11,12.481875,10.645833,12.886041,10.645833,13.62125,10.645833,10.645833,13.856458,13.665,10.645833,1995.5,71.32
2023-12-12,13.210625,9.810208,14.143125,9.810208,14.621041,9.810208,9.810208,14.635416,14.635416,9.810208,1912.7,68.61
2023-12-13,11.536666,10.611875,12.623125,9.688333,12.514583,10.611875,10.611875,13.242916,12.567708,10.611875,1797.7,69.47
2023-12-14,10.868333,10.799791,11.093958,10.799791,11.025833,10.799791,10.799791,11.218958,11.044791,10.799791,1766.5,71.58
2023-12-15,13.341666,10.093958,11.966041,10.093958,14.88625,10.093958,10.093958,14.960208,14.960208,10.093958,1749.7,71.78
2023-12-16,11.685416,10.784791,11.993958,10.784791,12.307916,10.784791,10.784791,12.200208,12.166666,10.784791,,
2023-12-17,9.679375,10.015208,10.015208,10.015208,8.662916,10.015208,10.015208,9.371041,8.710416,10.015208,,
2023-12-18,14.177916,15.234375,15.234375,15.23125,12.375625,15.234375,15.234375,13.359375,12.261666,15.234375,1612.9,72.82
2023-12-19,14.736458,15.054166,15.054166,15.054166,13.948333,15.054166,15.054166,14.72875,14.040416,15.054166,1724.0,73.94
2023-12-20,13.307083,13.322916,13.322916,13.322916,13.260208,13.322916,13.322916,13.322916,13.251041,13.322916,1641.0,74.22
2023-12-21,14.370416,15.805833,15.805833,15.805833,13.537708,15.805833,15.805833,13.738125,13.657291,15.805833,1636.8,73.89
2023-12-22,14.765625,15.592291,15.651458,15.592291,14.078333,15.592291,15.592291,14.285833,14.124791,15.592291,1658.1,73.56
2023-12-23,11.966875,11.956458,11.956458,11.956458,11.602708,11.956458,11.956458,12.05875,11.4625,11.956458,,
2023-12-24,11.002708,9.824375,10.373958,9.824375,11.580833,9.824375,9.824375,11.604791,11.604791,9.824375,,
2023-12-25,10.816875,10.701666,10.858958,10.701666,11.287291,10.701666,10.701666,11.194166,11.194166,10.701666,1655.8,
2023-12-26,10.449583,10.155416,10.373541,10.155416,10.977083,10.155416,9.226458,10.687083,10.604791,10.155416,1656.8,75.57
2023-12-27,10.963958,10.524166,11.018958,10.524166,10.959583,10.524166,10.524166,11.334583,10.959583,10.524166,1656.2,74.11
2023-12-28,10.388125,8.754583,9.653541,8.754583,10.866875,8.754583,8.754583,11.471041,10.847083,8.754583,1668.1,71.77
2023-12-29,10.113541,9.783125,10.067708,9.039791,10.730416,9.783125,9.704791,10.520208,10.520208,9.783125,1610.1,71.65
2023-12-30,8.917291,7.978125,8.268541,7.91875,8.731458,7.978125,7.978125,8.7125,8.7125,7.978125,,
2023-12-31,9.85625,10.0575,10.706458,9.643958,10.779583,10.0575,10.0575,10.779583,10.779583,10.0575,,
2024-01-01,8.21625,7.963958,8.086875,7.93125,8.723541,7.963958,7.963958,8.522083,8.522083,7.963958,,
2024-01-02,8.989166,8.853958,9.453125,8.203541,9.525208,8.853958,8.853958,9.475,9.475,8.853958,,70.38
2024-01-03,10.359791,9.565833,10.504166,9.565833,10.67125,9.565833,9.565833,10.565625,10.565625,9.565833,,72.7
2024-01-04,9.398125,8.379375,9.399166,7.669166,10.174375,8.379375,8.379375,10.037708,10.037708,8.379375,1642.8,72.19
2024-01-05,9.885625,9.675,9.912916,9.561875,10.5025,9.675,9.675,10.45375,10.431666,9.675,1723.8,73.81
2024-01-06,8.595625,7.969166,9.057916,7.969166,9.320208,7.969166,7.969166,9.26625,9.26625,7.969166,,
2024-01-07,8.598958,7.351666,8.863541,7.351666,9.005416,7.351666,7.351666,8.94875,8.926875,7.351666,,
2024-01-08,10.213541,10.058333,10.352708,9.427291,10.382916,10.157083,10.058333,10.572916,10.382916,10.058333,,70.77
2024-01-09,10.374583,10.558125,10.695625,10.558125,9.711666,10.558125,10.558125,10.695625,9.6975,10.558125,1632.5,72.24
2024-01-10,11.328958,11.3675,11.644375,11.3675,10.73875,11.536041,11.3675,11.609583,10.659375,11.3675,1560.2,71.37
2024-01-11,11.021875,10.524375,10.953125,10.524375,11.533541,10.809583,10.524375,11.551875,11.533541,10.524375,1557.7,72.02
2024-01-12,10.158541,10.110416,10.910416,10.110416,9.474583,10.411875,10.110416,11.144375,9.474583,10.110416,1528.1,72.68
2024-01-13,10.214791,9.873958,10.155,8.663958,10.551041,10.113541,9.839583,10.999791,10.568541,9.873958,,
2024-01-14,9.092291,7.971458,9.347083,7.447708,10.672083,8.24375,7.971458,11.130833,10.61625,7.971458,,
2024-01-15,9.642916,9.56125,10.37875,9.56125,9.1275,9.641666,9.536666,10.95,9.088541,9.56125,1536.7,
2024-01-16,11.142291,10.881458,11.442708,10.881458,9.722916,11.291666,10.881458,12.005208,9.727708,10.881458,1501.9,72.4
2024-01-17,10.685416,10.5025,10.849583,10.5025,9.367291,10.840625,10.5025,11.624375,9.312083,10.5025,1469.7,72.56
2024-01-18,11.716041,11.231458,11.969166,11.231458,11.298541,11.46125,11.231458,12.067291,11.298541,11.231458,1393.6,73.95
2024-01-19,10.147291,8.760416,10.499791,8.760416,10.437291,8.760416,8.731041,10.709583,10.437291,8.760416,1456.3,73.25
2024-01-20,10.103958,9.689583,10.396666,9.689583,10.298958,10.01125,9.689583,10.396666,10.298958,9.689583,,
2024-01-21,9.397083,7.279166,9.744166,7.279166,10.100833,8.285208,7.034375,10.606041,10.100833,7.279166,,
2024-01-22,9.643125,8.715833,9.594791,8.715833,9.8975,8.715833,8.712708,10.119791,9.8975,8.715833,1418.2,74.76
2024-01-23,10.650416,10.784583,10.950416,10.784583,9.295208,10.784583,10.784583,11.056666,9.330208,10.784583,1392.4,74.37
2024-01-24,12.432916,13.187708,13.188125,13.187708,9.775,13.188125,13.187708,12.97625,9.797083,13.187708,1378.0,75.09
2024-01-25,12.467916,13.537708,13.423125,13.533958,9.495416,13.537708,13.537708,12.983541,9.187708,13.537708,1486.9,77.36
2024-01-26,11.24375,11.802083,11.908958,11.798125,9.576666,11.908958,11.802083,12.010208,9.595208,11.802083,1384.6,78.01
2024-01-27,9.971875,9.996875,10.053125,9.996458,10.007291,10.046041,9.996875,10.194791,10.007291,9.996875,,
2024-01-28,9.389583,8.802083,9.608125,8.376875,9.918958,8.880833,8.802083,9.932708,9.922083,8.802083,,
2024-01-29,9.537708,9.098125,9.381458,9.098125,9.860208,9.098125,9.098125,9.860208,9.860208,9.098125,1393.0,76.78
2024-01-30,9.277916,9.081875,9.37,9.081875,9.143333,9.082708,9.081875,9.489375,9.044583,9.081875,1396.3,77.82
2024-01-31,9.777916,9.723541,9.942291,9.723541,9.769583,9.790833,9.723541,9.942291,9.769583,9.723541,1442.0,75.85
2024-02-01,9.28875,9.593958,9.782708,9.593958,8.253125,9.691458,9.593958,9.782708,8.270416,9.593958,1490.7,73.82
2024-02-02,9.98375,10.237708,10.492708,10.237708,8.387083,10.480416,10.237708,10.5275,8.392708,10.237708,1493.8,72.28
2024-02-03,9.017708,9.186041,9.189166,9.148333,8.862083,9.189166,9.186041,9.254166,8.862083,9.186041,,
2024-02-04,9.292291,9.238541,9.798958,9.212083,9.010208,9.293958,9.238541,9.801666,9.010625,9.238541,,
2024-02-05,12.856875,12.939791,13.076666,12.815833,11.549166,13.008958,12.939791,13.037083,11.508958,12.939791,1422.7,72.78
2024-02-06,12.311666,10.335625,11.12875,10.20875,14.465,10.805833,10.335625,16.218125,14.179791,10.335625,1363.9,73.31
2024-02-07,10.736458,10.33,10.761458,10.33,11.004375,10.692083,10.33,11.374791,11.004375,10.33,1380.1,73.86
2024-02-08,9.825208,9.465833,9.952083,9.465833,9.099166,9.833958,9.465833,10.173125,9.132916,9.465833,1382.3,76.22
2024-02-09,9.763125,9.435833,9.871458,9.435833,10.416041,9.603541,9.057708,10.087291,9.974375,9.435833,1373.3,76.84
2024-02-10,8.851666,7.613958,9.146458,6.084791,9.312291,9.146458,7.247083,9.64,9.25375,7.613958,,
2024-02-11,8.393125,8.358125,9.11,7.2225,8.644375,8.5825,8.358125,9.116458,8.647916,8.358125,,
2024-02-12,8.220208,7.086458,9.381666,6.999375,8.5425,7.446666,7.086458,9.38375,8.573125,7.086458,,76.92
2024-02-13,7.275625,7.015625,8.085833,6.076875,6.734791,7.100625,7.015625,8.275,6.734791,7.015625,1309.1,77.87
2024-02-14,8.284375,8.0425,8.791875,8.0425,7.1725,8.313125,7.965,8.896458,7.1725,8.0425,1293.7,76.64
2024-02-15,8.923333,8.653541,9.181875,8.265833,8.798958,8.885208,8.54875,9.181875,8.798958,8.653541,1278.3,77.59
2024-02-16,8.934583,8.134166,8.74125,7.696666,9.307916,8.301458,8.134166,9.590208,9.307708,8.134166,1303.3,78.46
2024-02-17,8.50125,8.037708,9.496458,7.548333,9.313333,8.054791,8.037708,9.622291,9.293541,8.037708,,
2024-02-18,6.81,5.503125,7.919791,5.497083,7.8125,5.539375,5.503125,7.920833,7.8375,5.503125,,
2024-02-19,8.653333,8.043541,9.138125,7.815208,8.432916,8.059166,8.043541,9.138125,8.47875,8.043541,1280.4,
2024-02-20,8.387083,8.064583,8.859583,8.064583,7.496875,8.424791,8.064583,8.866666,7.536875,8.064583,1257.2,77.04
2024-02-21,9.679791,8.913541,10.048541,8.7325,9.582083,9.302291,8.913541,10.054166,10.000416,8.913541,1245.5,77.91
2024-02-22,10.094791,9.365208,10.385625,9.365208,10.0625,9.4475,9.365208,10.388333,10.254791,9.365208,1238.2,78.61
2024-02-23,9.731458,8.533958,10.1475,8.275416,10.803541,8.969791,8.533958,10.76125,10.755,8.533958,,76.49
2024-02-24,8.808333,8.115,9.099375,8.115,9.280208,8.115,8.115,9.495208,9.28625,8.115,,
2024-02-25,9.690416,9.217708,9.861041,8.846458,9.675416,9.217708,9.217708,9.861041,9.682708,9.217708,,
2024-02-26,9.613958,8.8125,9.28875,8.457291,10.025625,9.002083,8.8125,10.057708,9.802083,8.8125,1218.5,77.58
2024-02-27,9.741458,9.155,9.573125,8.343125,9.589791,9.247083,9.155,9.953125,9.575416,9.155,1279.9,78.87
2024-02-28,9.462291,7.766666,9.166666,7.679166,9.9175,7.887916,7.766666,9.984791,9.924791,7.766666,1299.4,78.54
2024-02-29,10.270208,10.151041,10.319583,10.151041,10.290625,10.319583,10.151041,10.314583,10.198333,10.151041,1344.5,78.26
2024-03-01,10.392291,9.626041,10.4225,7.885625,10.77875,9.994375,9.626041,10.777083,10.777083,9.626041,1279.0,79.97
2024-03-02,9.888125,10.982916,10.945625,9.573541,9.06,10.982916,10.982916,9.732916,9.036041,10.982916,,
2024-03-03,8.66875,8.785416,8.885,8.211875,8.549791,8.785416,8.785416,8.893333,8.893333,8.785416,,
2024-03-04,9.643125,9.65875,9.783958,8.95875,9.706666,9.65875,9.65875,9.711041,9.711041,9.65875,1286.2,78.74
2024-03-05,11.784583,12.760625,12.775416,12.760625,10.88875,12.775416,12.760625,11.203125,10.907708,12.760625,1406.7,78.15
2024-03-06,12.172708,11.402291,11.534375,11.270208,16.020625,11.468125,11.402291,13.425,13.425,11.402291,1370.0,79.13
2024-03-07,11.985625,11.49375,11.979583,9.905208,14.314791,11.50375,11.49375,12.551041,12.539791,11.49375,1323.5,78.93
2024-03-08,11.86,10.915625,11.029791,9.1025,15.487291,10.915625,10.915625,13.94375,13.94375,10.915625,1299.7,78.01
2024-03-09,9.825208,8.954583,8.954583,8.191458,12.117291,8.954583,8.954583,10.170625,10.170625,8.954583,,
2024-03-10,9.115625,8.081041,8.2125,7.565,10.008125,8.081041,8.081041,10.0,9.987916,8.081041,,
2024-03-11,10.76125,10.671458,10.798333,10.671458,9.980833,10.671458,10.671458,11.04375,9.980833,10.671458,1335.3,77.93
2024-03-12,12.694375,11.716041,13.064166,9.193541,14.258958,13.470625,11.716041,13.571041,13.090208,11.716041,1258.9,77.56
2024-03-13,9.658125,8.670208,9.393958,8.227916,10.278541,8.845833,8.670208,10.598125,8.935625,8.836041,1283.1,79.72
2024-03-14,10.245,9.8175,9.9475,9.141458,12.685625,9.830833,9.8175,10.494375,10.420833,9.8175,1282.8,81.26
2024-03-15,8.943333,7.611666,8.240833,7.394166,11.901875,7.611666,7.611666,9.681666,9.51875,7.611666,1346.0,81.04
2024-03-16,7.6825,7.204375,7.767708,6.88875,9.098958,7.204375,7.204375,8.425833,8.419791,7.204375,,
2024-03-17,9.385625,9.046458,9.951041,9.046458,10.341458,9.046458,9.046458,9.220208,9.198333,9.046458,,
2024-03-18,9.779166,8.556875,9.691666,7.950625,10.19,8.556875,8.556875,10.570833,10.19,8.556875,1395.0,82.16
2024-03-19,11.943333,11.9375,11.985833,11.9375,12.04875,11.9375,11.9375,11.971875,11.729166,11.9375,1481.0,82.73
2024-03-20,11.748125,11.1775,11.796041,8.210416,14.106666,11.493958,11.1775,11.802291,11.802291,11.1775,,81.27
2024-03-21,14.35625,14.6675,14.693541,11.82875,17.65375,14.6675,14.6675,14.675625,14.675625,14.6675,1429.0,81.07
2024-03-22,11.845833,11.308333,11.471666,9.786875,14.71375,11.308333,11.308333,12.238333,12.238333,11.308333,1400.0,80.63
2024-03-23,12.5275,11.65375,11.734166,11.65375,14.580416,11.734166,11.65375,14.616458,14.616458,11.65375,,
2024-03-24,10.975416,10.218125,10.947708,10.218125,11.199791,10.218125,10.218125,11.035416,10.713333,10.218125,,
2024-03-25,12.012083,11.761666,12.207916,11.761666,11.780833,11.983958,11.761666,12.170833,11.995208,11.761666,1425.0,81.95
2024-03-26,15.073541,13.6225,14.555625,12.23,18.462708,14.555625,13.6225,17.206458,17.206458,13.6225,1462.0,81.62
2024-03-27,10.252083,8.823333,10.036875,8.413541,13.110833,9.031041,8.823333,11.575625,11.575625,8.823333,1442.0,81.35
2024-03-28,12.396458,11.607916,11.709791,11.607916,14.165416,11.709791,11.587708,13.950208,13.908333,11.607916,1425.0,83.17
2024-03-29,9.444791,6.011875,8.58875,5.969375,11.514791,6.361041,5.747083,11.514791,11.514791,6.011875,1426.0,
2024-03-30,6.76,5.757083,6.584166,5.757083,7.527083,5.757083,4.713958,7.54125,7.54125,5.757083,,
2024-03-31,6.72125,5.778333,7.080833,5.778333,7.053541,5.778333,5.778333,7.447083,7.447083,5.778333,,
2024-04-01,7.3475,6.635625,7.243958,6.635625,7.535,6.635625,6.238125,9.99625,7.533333,6.635625,1435.0,83.71
2024-04-02,8.678125,8.476458,8.774791,8.476458,7.968958,8.476458,8.277708,10.320208,7.845833,8.476458,1429.0,85.15
2024-04-03,11.729791,12.89875,13.163958,12.89875,9.710416,12.89875,12.783333,12.66625,9.415208,12.89875,1387.0,85.43
2024-04-04,10.535208,10.312708,10.41125,10.312708,11.017083,10.312708,9.43875,10.709166,9.729583,10.312708,1389.0,86.59
2024-04-05,10.708333,10.683958,11.359375,10.683958,9.453125,10.683958,9.867083,11.281666,8.601666,10.683958,1398.0,86.91
2024-04-06,9.835416,8.728333,8.83125,8.728333,8.819375,8.728333,8.728333,10.781458,8.903333,8.728333,,
2024-04-07,7.844791,6.084583,6.964375,6.084583,9.041666,6.084583,6.084583,10.324583,9.014166,6.084583,,
2024-04-08,11.18875,9.7775,11.655625,9.7775,12.881666,11.440625,9.7775,11.754166,10.861875,9.7775,1442.0,86.43
2024-04-09,11.506875,6.971458,14.337708,6.440833,14.8675,14.337708,6.971458,14.822916,14.503125,6.971458,1509.0,85.23
2024-04-10,8.57875,5.623541,11.331666,5.623541,9.435,11.331666,5.623541,11.519166,9.53625,5.623541,1499.0,86.21
2024-04-11,11.076666,8.217708,11.618125,8.217708,9.013958,11.565208,8.217708,11.670625,9.092708,8.217708,1482.0,85.02
2024-04-12,9.79,6.42125,6.924375,6.42125,10.803958,6.509791,6.42125,11.4975,10.803958,6.42125,1578.0,85.66
2024-04-13,7.311666,6.012916,6.739375,6.012916,9.474583,6.613125,6.012916,9.54,9.54,6.012916,,
2024-04-14,6.208125,5.036875,6.174166,5.066458,7.841875,5.353333,5.036875,7.861875,7.861875,5.036875,,
2024-04-15,8.865625,5.970625,10.141666,6.039583,8.653125,9.745625,5.970625,11.075208,8.819791,5.970625,1617.0,85.41
2024-04-16,10.500833,5.749375,10.960416,5.791458,9.66125,10.960416,5.749375,10.960416,9.684375,5.749375,1663.0,85.36
2024-04-17,8.551666,4.350833,9.534791,4.400833,10.866666,9.114791,4.350833,10.958125,10.87625,4.350833,1735.0,82.69
2024-04-18,8.942916,5.460416,9.465833,5.442291,10.613333,5.460416,5.460416,11.103958,10.661458,5.460416,1701.0,82.1
2024-04-19,7.118125,5.204583,6.488333,5.213125,9.1375,5.204583,5.204583,9.221666,9.119375,5.204583,1697.0,82.22
2024-04-20,7.088541,6.948958,7.178333,6.948958,7.114375,6.948958,6.948958,8.03625,7.391875,6.948958,,
2024-04-21,9.347291,7.669583,9.796875,7.669583,10.09625,7.669583,7.669583,10.92125,10.118125,7.669583,,
2024-04-22,11.215416,9.808541,11.458333,9.808541,11.150416,9.808541,9.808541,12.180625,11.249791,9.808541,1643.0,81.9
2024-04-23,11.346875,10.288125,10.954791,10.288125,11.840208,10.288125,10.288125,12.176666,12.176666,10.288125,1602.0,83.36
2024-04-24,11.927083,10.679166,12.05875,10.744375,11.75875,10.679166,10.679166,12.920833,12.561458,10.679166,1557.0,82.81
2024-04-25,8.60375,5.496875,7.622708,5.670833,12.02875,5.496875,4.841041,11.936041,11.881458,5.496875,1593.0,83.57
2024-04-26,9.821875,7.717083,9.192083,8.125416,9.07375,7.717083,7.24,11.6125,9.376875,7.717083,1630.0,83.85
2024-04-27,10.8025,7.96,11.538125,7.959791,11.204791,7.96,7.96,11.774791,11.644375,7.96,,
2024-04-28,6.477291,5.976666,6.652708,5.976666,6.75125,5.976666,5.976666,6.789791,6.789791,5.976666,,
2024-04-29,8.971041,9.63625,9.681458,9.991041,7.885625,9.63625,9.63625,8.360625,7.967916,9.63625,,82.63
2024-04-30,11.242291,10.098125,11.338125,10.111875,12.355208,10.098125,10.098125,12.195416,12.195416,10.098125,1565.0,81.93
2024-05-01,11.769583,11.699166,11.815208,11.7175,10.965625,11.699166,11.699166,12.497291,12.444166,11.699166,1621.0,79.0
2024-05-02,8.551458,7.938958,10.276041,7.938958,8.305833,7.938958,7.938958,11.495833,8.350625,7.938958,1570.0,78.95
2024-05-03,6.48875,6.356666,6.495,6.356666,6.499375,6.356666,6.356666,6.7675,6.7675,6.356666,,78.11
2024-05-04,6.352291,5.713541,6.141041,5.960416,8.08125,5.713541,5.713541,8.08125,8.08125,5.713541,,
2024-05-05,6.494375,5.357291,5.927708,5.357291,8.327291,5.357291,5.357291,8.327291,8.327291,5.357291,,
2024-05-06,10.292291,8.735833,10.799791,8.735833,12.209166,8.735833,8.735833,12.232291,12.232291,8.735833,,78.48
2024-05-07,11.39625,8.82375,12.002291,7.786041,12.8975,8.82375,8.49875,12.855,12.855,8.82375,1676.0,78.38
2024-05-08,10.319791,9.281666,10.763333,8.626875,11.374166,9.281666,9.118541,11.283541,11.283541,9.281666,1681.0,78.99
2024-05-09,8.452708,6.455416,11.601666,6.455416,11.492708,6.455416,6.409375,11.619583,11.526666,6.455416,1661.0,79.26
2024-05-10,7.306041,6.636041,6.985416,6.636041,8.56375,6.636041,6.636041,8.62,8.590416,6.636041,1679.0,78.26
2024-05-11,7.205416,6.071666,7.336666,6.071666,8.496458,6.071666,5.9125,8.571875,8.571875,6.071666,,
2024-05-12,9.931458,9.885416,10.191875,9.889791,8.905625,9.885416,9.809166,9.321458,9.003958,9.885416,,
2024-05-13,12.160208,10.719375,12.42875,8.61625,15.232083,10.719375,10.70375,15.263541,15.263541,10.719375,1634.0,79.12
2024-05-14,8.68125,7.389166,7.766666,7.389166,10.005416,7.389166,7.389166,11.147916,10.034166,7.389166,1638.0,78.02
2024-05-15,9.61375,8.320833,9.427916,7.343541,11.212708,8.320833,7.766458,11.893958,11.238541,8.320833,1675.0,78.63
2024-05-16,9.472708,6.864583,8.122291,6.703333,10.989583,6.864583,6.301875,11.898333,10.989583,6.864583,1657.0,79.23
2024-05-17,8.674583,6.713541,7.654375,6.703125,11.853958,6.807083,6.569791,11.60875,11.443541,6.713541,1722.0,79.58
2024-05-18,6.873333,5.815416,6.440208,5.815416,7.820833,5.815416,5.794583,8.201666,7.835833,5.815416,,
2024-05-19,8.419791,7.002708,8.899791,6.7425,8.92125,7.002708,6.951041,9.612083,9.047708,7.002708,,
2024-05-20,11.35125,8.7375,10.934583,8.180416,13.274583,8.7375,7.760208,14.16375,13.3225,8.7375,1736.0,79.3
2024-05-21,10.556458,9.002291,9.258958,8.740208,10.761041,9.002291,8.6775,13.629791,10.694166,9.002291,1792.0,78.66
2024-05-22,10.829583,10.376875,10.381041,10.267916,8.96875,10.376875,10.3625,12.738958,8.96875,10.376875,1848.0,77.57
2024-05-23,12.935625,11.89875,12.18875,11.89875,12.886666,11.89875,11.89875,14.227083,12.975,11.89875,1916.0,76.87
2024-05-24,11.283125,9.067083,9.252083,9.067083,13.252916,9.067083,8.800416,13.694791,13.188541,9.067083,1962.0,77.72
